"Work、、、Love for L'Allemand、、、President、、、Moline, Illinois、、、Non-Profit ministry supporting the people of L'Allemand, Haiti",Education、、、University of Toledo、、、Journalism、、、Class of 1994、、、Moline High School、、、High school,,"Moline, Illinois",Female
"Work、、、Self employed、、、freelance writer, part time pharmacist",Education、、、Rutgers University—New Brunswick、、、Pharmacy、、、Ocean Township High School、、、High school,,"Bradley Beach, New Jersey",Female
Work、、、Video Professor,Education、、、Central High School、、、High school、、、Class of 1963,,"Fresno, California",Female
"Work、、、Lahey Hospital & Medical Center、、、Peabody, Massachusetts",Education、、、Atlantic Union College、、、Nursing、、、St. Anthony High School、、、High school、、、Class of 1962、、、St Anthony High School、、、High school,,"Effingham, Illinois",Female
Work、、、Jersey City Board of Education,Education、、、New York University M.A. 1975、、、College、、、James J. Ferris High School、、、High school,,"Jersey City, New Jersey",Female
Work、、、Jersey City Board of Education,Education、、、New York University M.A. 1975、、、College、、、James J. Ferris High School、、、High school,,"Jersey City, New Jersey",Female
"Work、、、San Diego Galvanizing, Inc.",Education、、、Southwestern College、、、Emergency medicine,,"Aguanga, California",Female
"Work、、、Onward Search、、、Principal Technoloy Recruiter、、、April 25, 2022 - Present",Education、、、Salem State University、、、College、、、Malden High School、、、High school、、、1990、、、 、、、 ,June 18,"Malden, Massachusetts",Male
Work、、、Self-Employed、、、Owner-operator,Education、、、Bloomfield Tech / Essex County Voc - Tech、、、High school,,"Flanders, New Jersey",Male
Work、、、Stater Brothers、、、Stater Bros.,Education、、、Colton High、、、High school,,"Colton, California",Male
"Work、、、Providence Tarzana Medical Center、、、Pharmacy Technician、、、2015 - Present、、、Los Angeles Gay and Lesbian Center、、、Pharmacy Technician、、、2013 - 2015、、、CVS pharmacy、、、Lead Pharmacy Technician、、、June 2011 - December 2013、、、Tujunga, California",Education、、、Evans Community Adult School、、、Pharmacy Technician、、、Class of 2011、、、Diamond Bar High School、、、High school、、、Class of 1994,March 11,"Diamond Bar, California",Male
,,"December 23, 1990","East Los Angeles, California",Male
Work、、、Victory Outreach International,Education、、、Calexico High、、、High school、、、Class of 1972,,"San Diego, California",Male
Work、、、Victory Outreach International,Education、、、Calexico High、、、High school、、、Class of 1972,,"San Diego, California",Male
"Work、、、United、、、Aeronautical Master of the Skies、、、December 2017 - Present、、、ExpressJet Airlines、、、el jefe、、、December 2, 2000 to November 30, 2017、、、Lots of Ups and Downs from Here to There.、、、Northwestern State University",Education、、、Northwestern State University、、、Aviation Science、、、Bunkie High School、、、High school,,"Moreauville, Louisiana",Male
"Work、、、Self-Employed、、、October 12, 2018 - Present",Education、、、Empire State College、、、College、、、Nanuet Senior High School、、、High school,,"Nanuet, New York",Male
Work、、、Boston Scientific、、、2017 - Present,Education、、、Eastern Illinois University、、、College、、、Okaw Valley High School、、、High school、、、Class of 2002,,"Sullivan, Illinois",Male
"Work、、、Food Network、、、July 23, 2022 - Present、、、on the block、、、Inez&Douglass Youngen、、、4-Way Block Squad",Education、、、Nossi College of Art & Design、、、Culinary Arts and Food Service Management with a Minor in Human Resource Management、、、Tennessee State University、、、Business Administrator、、、Kirby High School、、、High school、、、Class of 2014、、、Ridgeway High School、、、High school、、、Class of 2013,,"Memphis, Tennessee",Male
,Education、、、Piqua High School、、、High school、、、Class of 2000,"July 25, 1981","Dayton, Ohio",Male
,Education、、、Institute of Technology、、、HVAC、、、Class of 2011、、、Casa Roble Fundamental High School、、、High school、、、2005 - 2009,August 11,"Las Vegas, Nevada",Male
Work、、、Freelance Graphic Designer/Illustrator、、、2015 - Present、、、Eight and a Half、、、2012 - 2015,Education、、、Harvard University、、、College、、、Class of 2012、、、Packer Collegiate Institute、、、High school、、、Class of 2008,,"Brooklyn, New York",Female
,Education、、、Delaware County Community College、、、College、、、Pennsylvania Institute of Technology、、、Computers、、、 · 、、、Automation、、、 · 、、、Electronics、、、Ridley High School、、、High school,"July 23, 1953","Ridley, Pennsylvania",Male
"Work、、、Tom Watson Inc、、、February 16, 2021 to present、、、El Centro, California",Education、、、Central Union High School、、、High school,,"El Centro, California",Male
"Work、、、Sway Spa、、、Licensed Massage Therapist、、、March 13, 2019 - Present、、、Bella Sante Spas、、、Massages","Education、、、Bancroft School of Massage Therapy、、、Massage Therapy/Spa、、、February 13, 2012 - March 2013、、、South Boston High School、、、High school",,"Boston, Massachusetts",Female
"Work、、、Cathedral Preparatory School、、、Medical science Coordinator、、、August 16, 2019 - Present、、、Teach 2 sections of science at each campus and coordinate the medical science track program.","Education、、、Gannon University、、、Education Administration - Principal Licensure、、、August 2021 - Present、、、West Virginia University、、、M.A.Ed, Curriculum and Instruction、、、Class of 2017",,"West Freedom, Pennsylvania",Male
"Work、、、Sullivan's Landscaping & Maintenance、、、crew leader、、、February 2021 - April 2022、、、Hall's We Clean Service、、、Crew member、、、February 2019 - September 2019、、、Power wash homes, keep up maintenance on trucks and pressure washers, blacktop sealcoating and crack sealing、、、Sposato Landscape Co., Inc.、、、Landscaping、、、September 2017 - November 2018、、、Cut grass, weedeat, trim bushes, edge and mulch flower beds, prep and clean up jobs, lawn mower maintenance","Education、、、Cape Henlopen School District、、、High school、、、Class of 2015、、、Milton Hershey School、、、High school、、、August 4, 2007 - April 2012",,"Laurel, Delaware",Male
"Work、、、Ford Motor Company、、、Quality Inspector、、、March 24, 2019 - Present",Education、、、Garden City High School、、、High school,,"Redford, Michigan",Male
Work、、、Foundry、、、In Recovery,Education、、、Chelsea High School、、、High school、、、2033、、、 、、、 ,,"Chelsea, Alabama",Male
,Education、、、Hogwarts School Witchcraft and Wizardry、、、College、、、Class of 2019、、、Miami Beach High School、、、High school,"July 7, 1997","Nyack, New York",Male
Work、、、Self-Employed,Education、、、Holtville High School、、、High school,"May 12, 1970","Holtville, California",Female
"Work、、、I work in Healthcare、、、Certified Nursing Assistant (CNA)、、、Santa Rosa, California、、、I care for adisable person ",Education、、、Santa Monica College、、、College、、、Venice High School、、、High school,,"Culver City, California",Male
Work、、、CAMERON COUNTY TAX OFFICE、、、Now retired、、、July 1969 - August 1971,Education、、、Texas Southmost College、、、College、、、Brownsville High School、、、High school、、、Class of 1973,,"Brownsville, Texas",Female
"Work、、、Luther Gerlach Photography、、、1990 - Present、、、Getty、、、Educator、、、2001 - 2019、、、Los Angeles, California",Education、、、University of Minnesota Duluth、、、Freshwater biology、、、Minneapolis College of Art and Design、、、Photography、、、Blaine Senior High School、、、High school,,"Blaine, Minnesota",Male
"Work、、、Central Home Medical、、、El Centro, California",Education、、、Central Union High School、、、College、、、Central Union High School、、、High school,,"Seeley, California",Female
Work、、、Retired,Education、、、Pima Community College、、、College、、、Tucson High Magnet School、、、High school,,"Tucson, Arizona",Female
"Work、、、Pigeon Cove Graphic Design、、、Self-Employed、、、January 20, 2015 - Present、、、http://www.pigeoncovedesign.com/、、、 、、、 、、、Self-Employed、、、Pigeon Cove Graphic Design、、、 、、、 、、、http://、、、www.pigeoncovede、、、sign.com/、、、 、、、SenseHooray Sewing、、、Chief Sewing Machine Operator、、、Sewing weighted therapy blankets and ""jello"" pillows for children to jump into and climb on.、、、sensehooraysewing.com、、、 、、、 ",Education、、、Babson College、、、MBA、、、University of Massachusetts Lowell、、、Business/Marketing、、、Middlesex Community College、、、College、、、Lynnfield High School、、、High school,,"Lynnfield, Massachusetts",Female
Work、、、Advantage Imaging Solutions、、、Metrowest Medical Center,Education、、、Northeastern University、、、College、、、Natick High School、、、High school、、、Class of 1978,,"Natick, Massachusetts",Female
"Work、、、Stormscape Photography、、、Owner and Photographer、、、New Orleans, Louisiana","Education、、、Nunez Community College、、、EMT/Paramedic Program、、、Class of 2011、、、Miami Dade College、、、College、、、Class of 2000、、、2005-2006、、、 、、、 、、、Meteorology major, transferred to another school、、、Delgado CC、、、Film, Video and New Media、、、Roosevelt High School (Seattle)、、、High school",,"New Orleans, Louisiana",Female
Work、、、Interactive Academy、、、Teacher、、、Interactive Academy、、、Gymnastics Coach,"Education、、、University of Saint Francis - Fort Wayne, IN、、、Master’s of Arts in Teaching - Elementary Education、、、IUPUI、、、Kinesiology、、、Class of 2013、、、Logansport Community High School、、、High school、、、Class of 2009",,"Logansport, Indiana",Female
Work、、、MyEyeDr.、、、Optometric Technician、、、May 2019 - Present,"Education、、、Fluvanna County High、、、High school、、、January 23, 2019 - Present",,"Charlottesville, Virginia",Female
"Work、、、eXp Realty、、、Realtor、、、July 1, 2019 - Present、、、New Albany, Indiana、、、National Association of REALTORS®、、、Realtor、、、August 2010 - Present、、、RE/MAX Advantage、、、Realtor、、、January 16, 2012 - July 1, 2019、、、Floyds Knobs, Indiana、、、Semonin Realtors、、、Realtor、、、August 2010 - January 2012、、、New Albany, Indiana",Education、、、Floyd Central Junior - Senior High School、、、College、、、2002 - Present、、、Floyd Central Junior - Senior High School、、、High school、、、Class of 2002,"January 31, 1984","Lanesville, Indiana",
"Work、、、CASA de CACA Kittikat Buffet、、、feeder、、、October 2020 - Present、、、Austell, Georgia、、、Asst mngr on a kittikat buffet (this is a self rewarding job,no pay but great benefits)、、、Dlm Engineering、、、Survey Party Chief、、、February 21, 1998 - 2008、、、Kennesaw, Georgia、、、Daily duties consisted of overseeing survey party crew... Interacting with clients... Maintainging records and journals... Staking out and/or collecting data for engineering firm... Sometimes walking...",Education、、、Chatahoochee Tech、、、College、、、F.T. Wills High School、、、High school,"May 7, 1961","Smyrna, Georgia",
"Work、、、Alabama Concrete、、、May 7, 2018 - Present、、、Huntsville, Alabama、、、ACW Electric LLC、、、Laborer、、、June 25, 2016 - December 20, 2016、、、Huntsville, Alabama、、、Walmart Sparkman Drive、、、Over-Nightstocker、、、March 5, 2015 - June 10, 2015、、、Huntsville, Alabama、、、Church’s Texas Chicken、、、Cook、、、On July 29, 2014、、、East Brewton, Alabama",Education、、、W.S. Neal High School、、、College、、、2005 - 2011、、、W.S. Neal High School、、、High school、、、Class of 2011,,"Huntsville, Alabama",Male
"Work、、、Speech-language pathologist、、、August 13, 2021 - Present",Education、、、Indiana State University、、、College、、、Indiana University、、、Speech & Hearing Sciences,,"Lawrence, Indiana",Female
"Work、、、🤩、、、August 11, 2021 - Present","Education、、、Jack Jouett Middle School、、、High school、、、August 20, 2013 - Present",,"Earlysville, Virginia",Female
,Education、、、Mississippi University for Women、、、Bachelor of Science (BS) Legal Studies、、、2021 - Present、、、Golden Triangle Early College High School、、、High school、、、Class of 2021,"August 9, 2003","West Point, Mississippi",
,Education、、、Mississippi University for Women、、、Bachelor of Science (BS) Legal Studies、、、2021 - Present、、、Golden Triangle Early College High School、、、High school、、、Class of 2021,"August 9, 2003","West Point, Mississippi",
,Education、、、Resiliency Preparatory School、、、High school,"June 19, 1998","Boston, Massachusetts",Female
Work、、、Mississippi State University、、、Assistant Director of Development、、、March 2023 - Present,Education、、、Mississippi State University、、、MBA - Master in Business Administration、、、Class of 2022、、、Mississippi State University、、、Bachelor of Business Administration - Marketing、、、Class of 2021、、、Mississippi Gulf Coast Community College、、、College、、、Class of 2019、、、East Central High School、、、High school、、、Class of 2017,,"Hurley, Mississippi",Female
Work、、、The Keg、、、October 2019 - Present,Education、、、Murray State University、、、College、、、2021 - Present、、、Calloway County High School、、、High school,,"Gurnee, Illinois",Female
Work、、、Kids in Sync Pediatric Occupational Therapy、、、May 2018 - August 2019,Education、、、University of Illinois Chicago、、、College、、、Class of 2021、、、University of Illinois Urbana-Champaign、、、Bachelor of Science in Community Health、、、 · 、、、Pre-nursing、、、2013 - 2018,,"Palatine, Illinois",Female
"Work、、、Harbor Loans of Clinton、、、Customer Service Representative、、、March 29, 2021 - Present、、、Dollar General、、、August 1, 2020 - December 20, 2020、、、Morrison Heights Preschool and Afterschool、、、Infant Caregiver、、、August 1, 2018 - February 2020",Education、、、Hinds Community College、、、Accounting、、、Class of 2019、、、Hinds Community College、、、Office Administration/Business、、、Class of 2019,,"Raymond, Mississippi",Female
Work、、、Willowbrooke Farm,"Education、、、Oakland University、、、College、、、April 30, 2020 - Present",,"Novi, Michigan",Female
,"Education、、、Vaughn's Beauty College、、、Hair、、、February 26, 2013 - 2014、、、Holmes Community College Grenada, MS、、、Basics、、、In August 2012、、、East Webster High School、、、High school、、、Class of 2012","December 4, 1993","Maben, Mississippi",Female
,Education、、、Langley High School、、、High school、、、Class of 2011,"January 7, 1993","Baden, Pennsylvania",
"Work、、、Lakeside Allergy Ear Nose & Throat (Rockwall, TX)、、、March 6, 2023 to present",,May 9,"Josephine, Texas",
"Work、、、Max's Country Golf、、、May 5, 2019 to present","Education、、、UMass Dartmouth、、、Human Psychology、、、2020 - Present、、、Engelsby Intermediate、、、High school、、、Dracut High School、、、High school、、、November 26, 2017 - 2020",,"Dracut, Massachusetts",Female
Work、、、St. Mary's Center for Women and Children,Education、、、Boston University、、、MSW、、、September 2016 - Present、、、Catholic University of America、、、College、、、Class of 2013、、、Notre Dame Academy、、、High school、、、Class of 2009,September 1,"Marshfield, Massachusetts",Female
"Work、、、Zenith Home Loans、、、Admin、、、May 18, 2020 - Present",Education、、、Cherry Creek High School、、、High school、、、2017 - 2020,,"Denver, Colorado",Female
"Work、、、Connecticut Ballet、、、Company Dancer、、、June 7, 2022 to present",Education、、、Indiana University、、、College、、、Class of 2022,,"Iowa City, Iowa",Female
"Work、、、Hollister Co.、、、November 7, 2018 - Present","Education、、、Foothill High School、、、High school、、、October 20, 2018 - Present",,"Bakersfield, California",Male
"Work、、、Wendy's、、、October 13, 2020 - Present、、、Pancheros Mexican Grill、、、October 13, 2020 - Present、、、Baby-sitter、、、October 13, 2015 - Present、、、Hollister Co.","Education、、、Schoolcraft College、、、College、、、Adlai E. Stevenson High School (Livonia, Michigan)、、、High school",,"Canton, Michigan",Female
"Work、、、MTG Photography、、、Owner and Photographer、、、April 30, 2023 - Present",Education、、、Kansas City Kansas Community College、、、Liberal arts、、、Class of 2020、、、Johnson County Community College、、、College、、、Class of 2018、、、Lawrence High School (Kansas)、、、High school,,"Lawrence, Kansas",Female
"Work、、、Principal Financial Group、、、October 11, 2021 - Present",Education、、、University of Nebraska at Kearney、、、Pre-nursing、、、University of Nebraska at Kearney、、、College,,"Wolbach, Nebraska",Female
"Work、、、HSHS St. Mary's Hospital Decatur、、、ER technician、、、June 14, 2021 to present、、、Steak 'n Shake、、、Cashier and Waiter/Waitress、、、August 1, 2017 - April 2018、、、Forsyth, Illinois",Education、、、Millikin University、、、Pre-Med/Biology、、、2020 - Present、、、Argenta - Oreana High School、、、High school,,"Oreana, Illinois",Female
Work、、、soy ama de casa y mama tiempo completo,"Education、、、Guadalupe, Zacatecas、、、College",,"San Antonio, Texas",Female
"Work、、、SELF、、、San Antonio, Texas、、、Art and music",Education、、、Sam Houston High School、、、High school、、、Class of 1990,,"San Antonio, Texas",Male
"Work、、、Labette Community College Physical Therapist Program、、、Adjunct Instructor and Professional Tutor、、、September 30, 2020 to present",Education、、、Labette Community College、、、College,,"Topeka, Kansas",Female
Work、、、St. Dominic Hospital、、、Surgical Technologist,Education、、、Hinds Community College、、、College、、、Surgical Technology 、、、Southwest Mississippi Community College、、、College,,"Florence, Mississippi",Female
Work、、、Trueblood Real Estate、、、Realtor/Broker、、、2020 - Present、、、Otolaryngology Associates、、、Audiologist、、、Dayton VA Medical Center、、、Resident、、、Ball State University,Education、、、Ball State University、、、Doctor of Audiology、、、Audiology、、、Class of 2016、、、Audiology、、、Indiana University (Bloomington)、、、Speech-language pathology、、、Class of 2012、、、2012、、、 、、、 、、、Carmel High School、、、High school、、、Class of 2008,,"Carmel, Indiana",Female
"Work、、、Certified Surgical Technologist (CST)、、、November 1, 2021 - Present",Education、、、Erwin Technical Center、、、College、、、Lake Gibson Senior High School、、、High school,,"Lakeland, Florida",Female
"Work、、、Unemployed、、、May 2019 - Present、、、New Market, Alabama、、、Alabama Surgical Associates、、、Front Desk Receptionist、、、February 1, 2017 - May 2019、、、Huntsville, Alabama","Education、、、Calhoun Community College、、、College、、、Calhoun CC、、、Physical Therapy Assistant Program 👩🏼‍⚕️💉💊、、、December 31, 2008 - Present、、、Buckhorn High School、、、High school、、、Class of 2009","April 15, 1991","New Market, Alabama",Female
"Work、、、Rankin Children's Group PLLC、、、Premier Designs, Inc.",Education、、、Mississippi College、、、College、、、Hinds Community College、、、College、、、Greenville Christian School、、、High school,,"Vicksburg, Mississippi",Female
"Work、、、Berea-Midpark High School、、、June 7, 2022 - Present",Education、、、Cleveland State University、、、College、、、Class of 2022、、、Padua Franciscan High School、、、High school,,"Broadview Heights, Ohio",Female
"Work、、、Lincoln Public Schools、、、Special Education Paraeducator、、、January 15, 2018 - Present、、、Lincoln, Nebraska、、、HopeSpoke、、、Youth Treatment Specialist、、、February 2022 - May 2022、、、State of Nebraska、、、Recruitment and Selection、、、May 2016 - 2017、、、Lincoln, Nebraska、、、IBM Kenexa、、、Selection Analyst、、、August 2005 - April 2015、、、Lincoln, Nebraska",Education、、、University of Nebraska–Lincoln、、、Psychology、、、 · 、、、French、、、Class of 1993、、、BA; magna cum laude、、、Lincoln Southeast High School、、、High school、、、Class of 1986,,"Lincoln, Nebraska",Female
"Work、、、MandyMae Realty  LLC、、、Owner and CEO、、、August 29, 2021 - Present、、、CENTURY 21 Redwood Realty、、、Realtor、、、July 2021 - Present","Education、、、Germanna Community College、、、Associate's Degree, Business Administration、、、Courtland High、、、High school",,"Stafford, Virginia",Female
Work、、、MLB,Education、、、Chamberlain University、、、Nurse,,"Chicago, Illinois",Male
Work、、、California、、、2002 - Present,Education、、、Calexico High、、、High school,,"Calexico, California",Male
Work、、、Imperial Irrigation District,Education、、、Imperial Valley College、、、College、、、Class of 1980、、、Brawley Union High School、、、High school、、、Class of 1977、、、Rolando Calles Agusto、、、High school,,"Brawley, California",Male
Work、、、Self-Employed、、、Merrill Lynch,Education、、、UC Berkeley、、、College、、、UPC Vilanova i la Geltrú、、、High school,,"Kailua-Kona, Hawaii",Male
"Work、、、Outback Steakhouse、、、Host、、、May 22, 2021 - Present、、、Starbucks、、、Barista、、、February 4, 2021 - Present、、、Redding, California、、、Safeway、、、November 8, 2019 to February 27, 2020、、、Starbucks、、、Barista、、、October 20, 2019 to February 29, 2020、、、Olive Garden (Redding, CA)、、、Food Server、、、August 7, 2018 to November 22, 2018","Education、、、Arizona State University、、、College、、、April 30, 2021 - Present、、、Mountain House School、、、High school、、、Washington High School、、、High school",September 10,"Fremont, California",Female
"Work、、、Uber、、、Chauffeur、、、2014 - Present、、、San Diego, California、、、Uber drives you to the places you need to get to safely.",Education、、、Otay Ranch High School、、、High school、、、Class of 2006,,"Chula Vista, California",Male
"Work、、、Smith Motor Sales、、、January 20, 2019 - Present、、、Smith Motor Sales、、、Internet Sales Manager、、、October 1, 2018 - Present、、、Strolid、、、2014 - October 2018、、、GROUP 1 AUTO",Education、、、Waltham Senior High、、、High school,,"Waltham, Massachusetts",Male
"Work、、、Providence Tarzana Medical Center、、、Pharmacy Intern、、、May 18, 2020 - Present、、、Tarzana, Los Angeles、、、UCHealth (Memorial Hospital Central)、、、Lab Processing Tech、、、June 4, 2017 - December 22, 2018、、、Colorado Springs, Colorado、、、Family Development Center at UCCS、、、Teaching assistant、、、July 2015 - August 2017","Education、、、USC Alfred E. Mann School of Pharmacy and Pharmaceutical Sciences、、、College、、、August 19, 2019 - Present、、、UCCS、、、Biomedical sciences、、、Class of 2018、、、El Camino Real Charter High School、、、High school、、、Class of 2015",,"Las Vegas, Nevada",Female
"Work、、、Paws Abound、、、Owner/ Dog Trainer、、、August 1, 2015 - Present、、、FAIRWINDS Credit Union",Education、、、Rollins College、、、Chinese、、、 · 、、、International Politics、、、Rollins College、、、College、、、Karen Pryor Academy for Animal Training and Behavior、、、College、、、Columbine High School、、、High school,,"Littleton, Colorado",Female
"Work、、、CCMSI、、、January 31, 2022 to present、、、Sedgwick、、、June 30, 2001 to January 28, 2022","Education、、、Bowling Green State University、、、College、、、Class of 1992、、、Concordia University、、、College、、、Class of 1990、、、Springfield High School (Holland, Ohio)、、、High school",,"Holland, Ohio",Female
Work、、、Salem Ophthalmology、、、Medical Biller、、、2017 - Present,Education、、、North Shore Community College、、、College、、、Class of 1976、、、Melrose High School、、、High school、、、Class of 1974,,"Melrose, Massachusetts",Female
,,September 24,"Chicago, Illinois",Male
"Work、、、Self employed、、、2007 - Present、、、New York, New York、、、Seller of #Sportsmemorabi、、、lia since 2007 We match owners to cards! #Mets #Jets #NYRangers Email marcovillacards、、、@hotmail.com or DM for bulk orders / savings.、、、Self-Employed",Education、、、Kingsborough Community College、、、Retail Business Management、、、Class of 1983、、、Topps、、、High school,,"Brooklyn, New York",Male
"Work、、、Self employed、、、2007 - Present、、、New York, New York、、、Seller of #Sportsmemorabi、、、lia since 2007 We match owners to cards! #Mets #Jets #NYRangers Email marcovillacards、、、@hotmail.com or DM for bulk orders / savings.、、、Self-Employed",Education、、、Kingsborough Community College、、、Retail Business Management、、、Class of 1983、、、Topps、、、High school,,"Brooklyn, New York",Male
Work、、、Schrieber Foods,Education、、、Ozarks Technical Community College、、、College、、、Mt. Vernon High School、、、High school、、、Class of 2011,,"Riverside, California",Male
Work、、、Self Employed Musician、、、Musician,Education、、、UMass Lowell、、、College、、、Bergonzi/Banacos、、、College、、、Malden High School、、、High school、、、Class of 1982,,"Malden, Massachusetts",Male
"Work、、、Talent Retriever、、、Chief Innovation Officer、、、December 13, 2021 - Present、、、I build custom solutions for businesses and organizations to grow and scale their workforce.、、、Sage Therapeutics、、、Vice President、、、April 18, 2018 - April 2020、、、Constant Contact、、、March 2011 - 2017、、、Akamai Technologies、、、ESPN",Education、、、UMass Amherst、、、College、、、Class of 1998、、、North Reading High School、、、High school、、、Class of 1994,,"Lynn, Massachusetts",Male
Work、、、None,Education、、、Pasadena City College、、、Business and Finance、、、Pasadena City College、、、College、、、Arcadia High School、、、High school,,"Arcadia, California",Female
"Work、、、Phillipsburg School District、、、Adm. Assistant、、、September 1988 - September 30, 2020",Education、、、Phillipsburg High School、、、High school,"September 26, 1955","Phillipsburg, New Jersey",Female
Work、、、Winchester Hospital、、、Respiratory Therapist,Education、、、Reading Memorial High School、、、High school,,"Reading, Massachusetts",Female
"Work、、、Retired.、、、December 9, 2022 - Present",Education、、、Spingfield Tech Comm College Springfield Ma、、、College、、、Class of 1982、、、william m davies voc tech、、、High school、、、Class of 1979,,"Central Falls, Rhode Island",Female
"Work、、、Medically Retired/Disabled/ Unemployed、、、October 18, 2012 - Present、、、Meadows Place, Texas、、、El Paso Corporation、、、Sr. Accountant、、、June 1, 1981 - October 19, 2012、、、Sheppard Air Force Base、、、June 1, 1973 - May 24, 1981",Education、、、Midwestern State University、、、College、、、Class of 1981、、、Midwestern State University、、、Accountancy、、、Class of 1981、、、Hirschi High School、、、High school、、、Class of 1976,,"Wichita Falls, Texas",Female
Work、、、Casa Suaza Real Estate、、、Former Broker,"Education、、、Imperial Valley College、、、College、、、Class of 1969、、、Central Union High School、、、High school、、、Class of 1965、、、Calexico High、、、High school、、、Calexico High、、、High school、、、September 1961 - 1963、、、In 1965 Central high School El Centro, Calif",,"Calexico, California",Female
Work、、、Casa Suaza Real Estate、、、Former Broker,"Education、、、Imperial Valley College、、、College、、、Class of 1969、、、Central Union High School、、、High school、、、Class of 1965、、、Calexico High、、、High school、、、Calexico High、、、High school、、、September 1961 - 1963、、、In 1965 Central high School El Centro, Calif",,"Calexico, California",Female
"Work、、、Studio Margaret、、、Artist, designer、、、Self-Employed",Education、、、USC School of Pharmacy、、、PharmD,,"La Jolla, California",Female
Work、、、Big Kmart,Education、、、Palo Verde Community College、、、College、、、Palo Verde High、、、High school,"July 21, 1970","Blythe, California",Female
"Work、、、Walmart、、、Sales Associate、、、July 25, 2016 - Present、、、Brawley, California",Education、、、Central Union High School、、、High school、、、September 1978 - June 1983,"September 11, 1964","El Centro, California",Female
"Work、、、Phoenix Funeral Services、、、July 20, 2022 - Present",Education、、、Sheridan College (Wyoming)、、、College、、、Hayesville High、、、High school,,"Hayesville, North Carolina",Female
,Education、、、Blackburn College、、、College、、、Class of 2020、、、Lanphier High School、、、High school、、、Class of 2016,"February 28, 1998","Springfield, Illinois",Female
"Work、、、Stanley G. Falk School、、、Music Teacher、、、August 31, 2020 to present",Education、、、State University of New York at Fredonia、、、College,,"Cheektowaga, New York",Female
"Work、、、RCISD、、、subbing、、、September 8, 2022 - Present、、、East Boston Neighborhood Health Center、、、Easton, Massachusetts、、、Margolis Pharmacy、、、Pharmacy Technician、、、Chelsea, Massachusetts",Education、、、Rice High School、、、High school,,"Eagle Lake, Texas",Female
"Work、、、Publix、、、Deli Clerk、、、Daytona Beach, Florida",Education、、、Monroe Community College、、、Secretarial、、、Class of 1981、、、Greece - Athena High School、、、High school、、、Class of 1981,,"Rochester, New York",Female
"Work、、、JUST Unlimited Wireless、、、Sales Manager、、、Tucson, Arizona、、、Cricket Communications、、、Account executive、、、1998 - 2013、、、Academia Vaishnava、、、Self employed、、、Director,marketing promoter direct sales、、、Tucson, Arizona","Education、、、Vedic Gurukul、、、Philosophy、、、Class of 1984、、、Los Angeles, California、、、College、、、Class of 1983、、、instituto de Estudios Vedicos、、、College、、、Class of 1976",,"Los Angeles, California",Female
Work、、、San Diego County,Education、、、San Diego State University、、、College、、、San Diego State University (SDSU)、、、SocialWork、、、1976 - Present、、、San Diego State University、、、College、、、Class of 1975、、、Sweetwater High School、、、High school、、、Class of 1969,,"National City, California",Female
"Work、、、Shutterfly, Lifetouch National School Photography、、、Photographer、、、September 9, 2019 - Present",Education、、、Saint Maria Goretti、、、High school,,"Philadelphia, Pennsylvania",Female
"Work、、、Our Lady Of Hungary School、、、Second Grade Teacher、、、June 4, 2021 - Present",,June 18,"South Bend, Indiana",Female
"Work、、、ShopRite (Newburgh, NY)",Education、、、Newburgh Free Academy、、、High school,,"Newburgh, New York",Female
Work、、、Retired from teaching.,"Education、、、Mass Bay and Boston State College、、、College、、、Class of 1973、、、Sacred Heart High School, East Boston, MA、、、High school、、、Class of '69",,"East Boston, Massachusetts",Female
Work、、、Retired from teaching.,"Education、、、Mass Bay and Boston State College、、、College、、、Class of 1973、、、Sacred Heart High School, East Boston, MA、、、High school、、、Class of '69",,"East Boston, Massachusetts",Female
Work、、、Self-Employed,Education、、、Lesley University、、、College,,"East Boston, Massachusetts",Female
"Work、、、Mix 96.5、、、On-Air Personality、、、September 6, 2018 - Present、、、Cape Girardeau, Missouri、、、D'Ladiums ""Capes Legendary Sports Bar""、、、Bartender、、、September 6, 2018 - Present、、、Cape Girardeau, Missouri、、、Red Lobster (3269 William Street, Cape Girardeau, MO)、、、Waitress、、、Cape Girardeau, Missouri",Education、、、Southeast Missouri State University、、、College,,"Warrenton, Missouri",Female
Work、、、Wasserstrom & Sons、、、Transportation Assistant、、、Farmers Insurance、、、Clerical Office Worker,Education、、、The Ohio State University、、、Business、、、Olentangy High School、、、High school,,"Delaware, Ohio",Female
Work、、、Sadoff Iron & Metal Company、、、Administrative Assistant、、、August 2014 - Present、、、Jackson Hewitt Tax Service、、、Tax Preparer、、、State Farm、、、 、、、 、、、Oct 2009 to 2014、、、Currently working at State Farm in the Word Center.,Education、、、Lincon School of Commerce、、、College、、、Class of 1998、、、BHS、、、High school、、、Class of 1980,,"Burwell, Nebraska",Female
Work、、、Dearly Mom Life,Education、、、valley college、、、College、、、Class of 1994、、、Pacific High School、、、High school、、、Class of 1978,,"San Bernardino, California",Female
